"","Pandemic","Diagnosis","Type","Diffdays","Counts"
"9842","Pandemic","Pneumonia","Admission to Discharge",57,22
"9843","Pandemic","Pneumonia","Admission to Discharge",58,30
"9844","Pandemic","Pneumonia","Admission to Discharge",59,24
"9845","Pandemic","Pneumonia","Admission to Discharge",60,20
"9846","Pandemic","Pneumonia","Admission to Discharge",61,25
"9847","Pandemic","Pneumonia","Admission to Discharge",62,15
"9848","Pandemic","Pneumonia","Admission to Discharge",63,21
"9849","Pandemic","Pneumonia","Admission to Discharge",64,29
"9850","Pandemic","Pneumonia","Admission to Discharge",65,16
"9851","Pandemic","Pneumonia","Admission to Discharge",66,21
"9852","Pandemic","Pneumonia","Admission to Discharge",67,16
"9853","Pandemic","Pneumonia","Admission to Discharge",68,10
"9854","Pandemic","Pneumonia","Admission to Discharge",69,12
"9855","Pandemic","Pneumonia","Admission to Discharge",70,15
"9856","Pandemic","Pneumonia","Admission to Discharge",71,20
"9857","Pandemic","Pneumonia","Admission to Discharge",72,14
"9858","Pandemic","Pneumonia","Admission to Discharge",73,16
"9859","Pandemic","Pneumonia","Admission to Discharge",74,14
"9860","Pandemic","Pneumonia","Admission to Discharge",75,19
"9861","Pandemic","Pneumonia","Admission to Discharge",76,10
"9862","Pandemic","Pneumonia","Admission to Discharge",77,13
"9863","Pandemic","Pneumonia","Admission to Discharge",78,18
"9864","Pandemic","Pneumonia","Admission to Discharge",79,8
"9865","Pandemic","Pneumonia","Admission to Discharge",80,8
"9866","Pandemic","Pneumonia","Admission to Discharge",81,10
"9867","Pandemic","Pneumonia","Admission to Discharge",82,13
"9868","Pandemic","Pneumonia","Admission to Discharge",83,16
"9869","Pandemic","Pneumonia","Admission to Discharge",84,13
"9870","Pandemic","Pneumonia","Admission to Discharge",85,10
"9871","Pandemic","Pneumonia","Admission to Discharge",86,5
"9872","Pandemic","Pneumonia","Admission to Discharge",87,8
"9873","Pandemic","Pneumonia","Admission to Discharge",88,7
"9874","Pandemic","Pneumonia","Admission to Discharge",89,9
"9875","Pandemic","Pneumonia","Admission to Discharge",90,9
"9876","Pandemic","Pneumonia","Admission to Discharge",91,14
"9877","Pandemic","Pneumonia","Admission to Discharge",92,7
"9878","Pandemic","Pneumonia","Admission to Discharge",93,12
"9879","Pandemic","Pneumonia","Admission to Discharge",94,7
"9880","Pandemic","Pneumonia","Admission to Discharge",95,8
"9881","Pandemic","Pneumonia","Admission to Discharge",96,7
"9882","Pandemic","Pneumonia","Admission to Discharge",97,NA
"9883","Pandemic","Pneumonia","Admission to Discharge",98,10
"9884","Pandemic","Pneumonia","Admission to Discharge",99,NA
"9885","Pandemic","Pneumonia","Admission to Discharge",100,17
"9886","Pandemic","Pneumonia","Admission to Discharge",101,11
"9887","Pandemic","Pneumonia","Admission to Discharge",102,NA
"9888","Pandemic","Pneumonia","Admission to Discharge",103,6
"9889","Pandemic","Pneumonia","Admission to Discharge",104,7
"9890","Pandemic","Pneumonia","Admission to Discharge",105,NA
"9891","Pandemic","Pneumonia","Admission to Discharge",106,10
"9892","Pandemic","Pneumonia","Admission to Discharge",107,NA
"9893","Pandemic","Pneumonia","Admission to Discharge",108,12
"9894","Pandemic","Pneumonia","Admission to Discharge",109,NA
"9895","Pandemic","Pneumonia","Admission to Discharge",110,6
"9896","Pandemic","Pneumonia","Admission to Discharge",111,6
"9897","Pandemic","Pneumonia","Admission to Discharge",112,NA
"9898","Pandemic","Pneumonia","Admission to Discharge",113,NA
"9899","Pandemic","Pneumonia","Admission to Discharge",114,6
"9900","Pandemic","Pneumonia","Admission to Discharge",115,6
"9901","Pandemic","Pneumonia","Admission to Discharge",116,NA
"9902","Pandemic","Pneumonia","Admission to Discharge",117,6
"9903","Pandemic","Pneumonia","Admission to Discharge",118,6
"9904","Pandemic","Pneumonia","Admission to Discharge",119,NA
"9905","Pandemic","Pneumonia","Admission to Discharge",120,7
"9906","Pandemic","Pneumonia","Admission to Discharge",121,NA
"9907","Pandemic","Pneumonia","Admission to Discharge",122,NA
"9908","Pandemic","Pneumonia","Admission to Discharge",123,6
"9909","Pandemic","Pneumonia","Admission to Discharge",124,9
"9910","Pandemic","Pneumonia","Admission to Discharge",125,NA
"9911","Pandemic","Pneumonia","Admission to Discharge",126,NA
"9912","Pandemic","Pneumonia","Admission to Discharge",127,5
"9913","Pandemic","Pneumonia","Admission to Discharge",128,8
"9914","Pandemic","Pneumonia","Admission to Discharge",129,NA
"9915","Pandemic","Pneumonia","Admission to Discharge",130,6
"9916","Pandemic","Pneumonia","Admission to Discharge",131,NA
"9917","Pandemic","Pneumonia","Admission to Discharge",132,NA
"9918","Pandemic","Pneumonia","Admission to Discharge",133,NA
"9919","Pandemic","Pneumonia","Admission to Discharge",134,5
"9920","Pandemic","Pneumonia","Admission to Discharge",135,NA
"9921","Pandemic","Pneumonia","Admission to Discharge",136,NA
"9922","Pandemic","Pneumonia","Admission to Discharge",137,5
"9923","Pandemic","Pneumonia","Admission to Discharge",138,NA
"9924","Pandemic","Pneumonia","Admission to Discharge",139,NA
"9925","Pandemic","Pneumonia","Admission to Discharge",140,5
"9926","Pandemic","Pneumonia","Admission to Discharge",141,NA
"9927","Pandemic","Pneumonia","Admission to Discharge",142,NA
"9928","Pandemic","Pneumonia","Admission to Discharge",143,9
"9929","Pandemic","Pneumonia","Admission to Discharge",144,NA
"9930","Pandemic","Pneumonia","Admission to Discharge",145,NA
"9931","Pandemic","Pneumonia","Admission to Discharge",146,NA
"9932","Pandemic","Pneumonia","Admission to Discharge",147,8
"9933","Pandemic","Pneumonia","Admission to Discharge",148,NA
"9934","Pandemic","Pneumonia","Admission to Discharge",149,NA
"9935","Pandemic","Pneumonia","Admission to Discharge",150,NA
"9936","Pandemic","Pneumonia","Admission to Discharge",151,7
"9937","Pandemic","Pneumonia","Admission to Discharge",152,NA
"9938","Pandemic","Pneumonia","Admission to Discharge",153,7
"9939","Pandemic","Pneumonia","Admission to Discharge",154,NA
"9940","Pandemic","Pneumonia","Admission to Discharge",155,NA
"9941","Pandemic","Pneumonia","Admission to Discharge",156,NA
"9942","Pandemic","Pneumonia","Admission to Discharge",157,5
"9943","Pandemic","Pneumonia","Admission to Discharge",158,NA
"9944","Pandemic","Pneumonia","Admission to Discharge",159,NA
"9945","Pandemic","Pneumonia","Admission to Discharge",160,NA
"9946","Pandemic","Pneumonia","Admission to Discharge",161,NA
"9947","Pandemic","Pneumonia","Admission to Discharge",162,5
"9948","Pandemic","Pneumonia","Admission to Discharge",163,NA
"9949","Pandemic","Pneumonia","Admission to Discharge",164,NA
"9950","Pandemic","Pneumonia","Admission to Discharge",165,5
"9951","Pandemic","Pneumonia","Admission to Discharge",166,NA
"9952","Pandemic","Pneumonia","Admission to Discharge",167,NA
"9953","Pandemic","Pneumonia","Admission to Discharge",168,NA
"9954","Pandemic","Pneumonia","Admission to Discharge",169,NA
"9955","Pandemic","Pneumonia","Admission to Discharge",170,NA
"9956","Pandemic","Pneumonia","Admission to Discharge",171,NA
"9957","Pandemic","Pneumonia","Admission to Discharge",172,5
"9958","Pandemic","Pneumonia","Admission to Discharge",173,NA
"9959","Pandemic","Pneumonia","Admission to Discharge",174,NA
"9960","Pandemic","Pneumonia","Admission to Discharge",175,5
"9961","Pandemic","Pneumonia","Admission to Discharge",176,NA
"9962","Pandemic","Pneumonia","Admission to Discharge",177,NA
"9963","Pandemic","Pneumonia","Admission to Discharge",178,NA
"9964","Pandemic","Pneumonia","Admission to Discharge",179,NA
"9965","Pandemic","Pneumonia","Admission to Discharge",180,5
"9966","Pandemic","Pneumonia","Admission to Discharge",181,NA
"9967","Pandemic","Pneumonia","Admission to Discharge",182,7
"9968","Pandemic","Pneumonia","Admission to Discharge",183,NA
"9969","Pandemic","Pneumonia","Admission to Discharge",184,NA
"9970","Pandemic","Pneumonia","Admission to Discharge",185,NA
"9971","Pandemic","Pneumonia","Admission to Discharge",186,NA
"9972","Pandemic","Pneumonia","Admission to Discharge",187,5
"9973","Pandemic","Pneumonia","Admission to Discharge",188,NA
"9974","Pandemic","Pneumonia","Admission to Discharge",189,NA
"9975","Pandemic","Pneumonia","Admission to Discharge",190,NA
"9976","Pandemic","Pneumonia","Admission to Discharge",191,NA
"9977","Pandemic","Pneumonia","Admission to Discharge",192,NA
"9978","Pandemic","Pneumonia","Admission to Discharge",193,NA
"9979","Pandemic","Pneumonia","Admission to Discharge",194,8
"9980","Pandemic","Pneumonia","Admission to Discharge",195,NA
"9981","Pandemic","Pneumonia","Admission to Discharge",196,NA
"9982","Pandemic","Pneumonia","Admission to Discharge",197,NA
"9983","Pandemic","Pneumonia","Admission to Discharge",198,NA
"9984","Pandemic","Pneumonia","Admission to Discharge",199,NA
"9985","Pandemic","Pneumonia","Admission to Discharge",200,NA
"9986","Pandemic","Pneumonia","Admission to Discharge",201,NA
"9987","Pandemic","Pneumonia","Admission to Discharge",202,NA
"9988","Pandemic","Pneumonia","Admission to Discharge",203,5
"9989","Pandemic","Pneumonia","Admission to Discharge",204,NA
"9990","Pandemic","Pneumonia","Admission to Discharge",205,NA
"9991","Pandemic","Pneumonia","Admission to Discharge",206,NA
"9992","Pandemic","Pneumonia","Admission to Discharge",207,NA
"9993","Pandemic","Pneumonia","Admission to Discharge",208,NA
"9994","Pandemic","Pneumonia","Admission to Discharge",209,NA
"9995","Pandemic","Pneumonia","Admission to Discharge",210,NA
"9996","Pandemic","Pneumonia","Admission to Discharge",211,NA
"9997","Pandemic","Pneumonia","Admission to Discharge",212,NA
"9998","Pandemic","Pneumonia","Admission to Discharge",213,NA
"9999","Pandemic","Pneumonia","Admission to Discharge",214,5
"10000","Pandemic","Pneumonia","Admission to Discharge",215,NA
"10001","Pandemic","Pneumonia","Admission to Discharge",216,NA
"10002","Pandemic","Pneumonia","Admission to Discharge",217,NA
"10003","Pandemic","Pneumonia","Admission to Discharge",218,NA
"10004","Pandemic","Pneumonia","Admission to Discharge",219,NA
"10005","Pandemic","Pneumonia","Admission to Discharge",220,NA
"10006","Pandemic","Pneumonia","Admission to Discharge",221,6
"10007","Pandemic","Pneumonia","Admission to Discharge",222,NA
"10008","Pandemic","Pneumonia","Admission to Discharge",223,NA
"10009","Pandemic","Pneumonia","Admission to Discharge",224,NA
"10010","Pandemic","Pneumonia","Admission to Discharge",225,NA
"10011","Pandemic","Pneumonia","Admission to Discharge",226,NA
"10012","Pandemic","Pneumonia","Admission to Discharge",227,NA
"10013","Pandemic","Pneumonia","Admission to Discharge",228,NA
"10014","Pandemic","Pneumonia","Admission to Discharge",229,NA
"10015","Pandemic","Pneumonia","Admission to Discharge",230,5
"10016","Pandemic","Pneumonia","Admission to Discharge",231,NA
"10017","Pandemic","Pneumonia","Admission to Discharge",232,NA
"10018","Pandemic","Pneumonia","Admission to Discharge",233,NA
"10019","Pandemic","Pneumonia","Admission to Discharge",234,NA
"10020","Pandemic","Pneumonia","Admission to Discharge",235,NA
"10021","Pandemic","Pneumonia","Admission to Discharge",236,NA
"10022","Pandemic","Pneumonia","Admission to Discharge",237,NA
"10023","Pandemic","Pneumonia","Admission to Discharge",238,NA
"10024","Pandemic","Pneumonia","Admission to Discharge",239,NA
"10025","Pandemic","Pneumonia","Admission to Discharge",240,NA
"10026","Pandemic","Pneumonia","Admission to Discharge",241,NA
"10027","Pandemic","Pneumonia","Admission to Discharge",242,NA
"10028","Pandemic","Pneumonia","Admission to Discharge",243,NA
"10029","Pandemic","Pneumonia","Admission to Discharge",244,5
"10030","Pandemic","Pneumonia","Admission to Discharge",245,NA
"10031","Pandemic","Pneumonia","Admission to Discharge",246,NA
"10032","Pandemic","Pneumonia","Admission to Discharge",247,NA
"10033","Pandemic","Pneumonia","Admission to Discharge",248,NA
"10034","Pandemic","Pneumonia","Admission to Discharge",249,NA
"10035","Pandemic","Pneumonia","Admission to Discharge",250,NA
"10036","Pandemic","Pneumonia","Admission to Discharge",251,NA
"10037","Pandemic","Pneumonia","Admission to Discharge",252,NA
"10038","Pandemic","Pneumonia","Admission to Discharge",253,NA
"10039","Pandemic","Pneumonia","Admission to Discharge",254,5
"10040","Pandemic","Pneumonia","Admission to Discharge",255,NA
"10041","Pandemic","Pneumonia","Admission to Discharge",256,NA
"10042","Pandemic","Pneumonia","Admission to Discharge",257,NA
"10043","Pandemic","Pneumonia","Admission to Discharge",258,NA
"10044","Pandemic","Pneumonia","Admission to Discharge",259,NA
"10045","Pandemic","Pneumonia","Admission to Discharge",260,NA
"10046","Pandemic","Pneumonia","Admission to Discharge",261,NA
"10047","Pandemic","Pneumonia","Admission to Discharge",262,NA
"10048","Pandemic","Pneumonia","Admission to Discharge",263,NA
"10049","Pandemic","Pneumonia","Admission to Discharge",264,NA
"10050","Pandemic","Pneumonia","Admission to Discharge",265,NA
"10051","Pandemic","Pneumonia","Admission to Discharge",266,NA
"10052","Pandemic","Pneumonia","Admission to Discharge",267,NA
"10053","Pandemic","Pneumonia","Admission to Discharge",268,NA
"10054","Pandemic","Pneumonia","Admission to Discharge",269,NA
"10055","Pandemic","Pneumonia","Admission to Discharge",270,NA
"10056","Pandemic","Pneumonia","Admission to Discharge",271,NA
"10057","Pandemic","Pneumonia","Admission to Discharge",272,5
"10058","Pandemic","Pneumonia","Admission to Discharge",273,NA
"10059","Pandemic","Pneumonia","Admission to Discharge",274,NA
"10060","Pandemic","Pneumonia","Admission to Discharge",275,NA
"10061","Pandemic","Pneumonia","Admission to Discharge",276,NA
"10062","Pandemic","Pneumonia","Admission to Discharge",277,NA
"10063","Pandemic","Pneumonia","Admission to Discharge",278,NA
"10064","Pandemic","Pneumonia","Admission to Discharge",279,NA
"10065","Pandemic","Pneumonia","Admission to Discharge",280,NA
"10066","Pandemic","Pneumonia","Admission to Discharge",281,5
"10067","Pandemic","Pneumonia","Admission to Discharge",282,NA
"10068","Pandemic","Pneumonia","Admission to Discharge",283,NA
"10069","Pandemic","Pneumonia","Admission to Discharge",284,NA
